Zeit  1 - Langsame Messrate [s]	KMD1 [kN]	Vorne_links-v-control [mm]	Mitte_rechts-v [mm]	Vorne_rechts_v [mm]	Vorne_rechts_h_0_Grad [mm]	Vorne_mitte_h_0_Grad [mm]	Zeit  2 - Langsame Messrate [s]	Vorne_links_h_0_Grad [mm]	Mitte_h_0_Grad_1 [mm]	Mitte_h_0_Grad_2 [mm]	Mitte_h_90_Grad [mm]	Vorne_mitte_h_90_Grad_1 [mm]	Vorne_mitte_h_90_Grad_2 [mm]	Vorne_v_control [mm]	V_Mitte [mm]	Kraftges [kN]	Zeit [s]	Weg_soll []
30,40	-0,00764	-0,00020	0,000	0,00054	0,00035	0,000	30,40	0,000	-0,00052	0,000	0,000	0,00013	0,000	-0,00271	0,000	-0,01098	30,40	0,3067	
30,60	-0,00656	-0,00023	0,000	0,00052	0,00036	0,000	30,60	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00271	0,000	-0,00950	30,60	0,3100	
30,80	-0,00773	-0,00023	0,000	0,00051	0,00034	0,000	30,80	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00273	0,000	-0,01114	30,80	0,3133	
31,00	-0,01072	-0,00021	0,000	0,00051	0,00035	0,000	31,00	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00275	-0,00010	-0,01530	31,00	0,3167	
31,20	-0,00862	-0,00021	0,000	0,00054	0,00039	0,000	31,20	0,000	-0,00052	0,000	0,000	0,00013	0,000	-0,00277	-0,00010	-0,01236	31,20	0,3200	
31,40	-0,00643	-0,00021	0,000	0,00055	0,00038	0,000	31,40	0,000	-0,00052	0,000	0,000	0,00013	0,000	-0,00277	0,000	-0,00929	31,40	0,3233	
31,60	-0,01111	-0,00023	0,000	0,00054	0,00035	0,000	31,60	0,000	-0,00053	0,000	0,000	0,00014	0,000	-0,00278	0,000	-0,01588	31,60	0,3267	
31,80	-0,00891	-0,00023	0,000	0,00054	0,00038	0,000	31,80	0,000	-0,00053	0,000	0,000	0,00014	0,000	-0,00279	0,000	-0,01279	31,80	0,3300	
32,00	-0,00867	-0,00021	0,000	0,00055	0,00036	0,000	32,00	0,000	-0,00053	0,000	0,000	0,00014	0,000	-0,00281	0,000	-0,01244	32,00	0,3333	
32,20	-0,00835	-0,00021	0,000	0,00054	0,00036	0,000	32,20	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00282	0,000	-0,01198	32,20	0,3367	
32,40	-0,00822	-0,00025	0,000	0,00055	0,00037	0,000	32,40	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00283	0,000	-0,01186	32,40	0,3400	
32,60	-0,00675	-0,00022	0,000	0,00055	0,00037	0,000	32,60	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00284	0,000	-0,00976	32,60	0,3433	
32,80	-0,00811	-0,00023	0,000	0,00056	0,00039	0,000	32,80	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00286	0,000	-0,01167	32,80	0,3467	
33,00	-0,00821	-0,00023	0,000	0,00054	0,00037	0,000	33,00	0,000	-0,00053	0,000	0,000	0,00012	0,000	-0,00288	0,000	-0,01182	33,00	0,3500	
33,20	-0,01215	-0,00023	0,000	0,00057	0,00036	0,000	33,20	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00289	0,000	-0,01733	33,20	0,3533	
33,40	-0,00621	-0,00022	0,000	0,00055	0,00035	0,000	33,40	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00290	0,000	-0,00900	33,40	0,3567	
33,60	-0,01069	-0,00022	0,000	0,00056	0,00036	0,000	33,60	0,000	-0,00054	0,000	0,000	0,00012	0,000	-0,00291	0,000	-0,01527	33,60	0,3600	
33,80	-0,00858	-0,00023	0,000	0,00054	0,00036	0,000	33,80	0,000	-0,00054	0,000	0,000	0,00012	0,000	-0,00293	0,000	-0,01233	33,80	0,3633	
34,00	-0,00872	-0,00024	0,000	0,00057	0,00036	0,000	34,00	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00293	0,000	-0,01254	34,00	0,3667	
34,20	-0,00813	-0,00022	0,000	0,00055	0,00036	0,000	34,20	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00294	0,000	-0,01169	34,20	0,3700	
34,40	-0,01111	-0,00025	0,000	0,00056	0,00035	0,000	34,40	0,000	-0,00053	0,000	0,000	0,00012	0,000	-0,00294	0,000	-0,01590	34,40	0,3733	
34,60	-0,00779	-0,00021	0,000	0,00055	0,00037	0,000	34,60	0,000	-0,00053	0,000	0,000	0,00012	0,000	-0,00295	0,000	-0,01120	34,60	0,3767	
34,80	-0,00862	-0,00023	0,000	0,00059	0,00037	0,000	34,80	0,000	-0,00053	0,000	0,000	0,00012	0,000	-0,00296	0,000	-0,01239	34,80	0,3800	
35,00	-0,00669	-0,00023	0,000	0,00055	0,00037	0,000	35,00	0,000	-0,00052	0,000	0,000	0,00012	0,000	-0,00297	0,000	-0,00969	35,00	0,3833	
35,20	-0,00571	-0,00021	0,000	0,00057	0,00038	0,000	35,20	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00298	0,000	-0,00829	35,20	0,3867	
35,40	-0,01029	-0,00022	0,000	0,00056	0,00036	0,000	35,40	0,000	-0,00053	0,000	0,000	0,00013	0,000	-0,00299	0,000	-0,01472	35,40	0,3900	
35,60	-0,00903	-0,00022	0,000	0,00056	0,00037	0,000	35,60	0,000	-0,00052	0,000	0,000	0,00013	0,000	-0,00300	0,000	-0,01296	35,60	0,3933	
35,80	-0,00374	-0,00021	0,000	0,00059	0,00039	0,000	35,80	0,000	-0,00052	0,000	0,000	0,00013	0,000	-0,00301	0,000	-0,00553	35,80	0,3967	
36,00	-0,00545	-0,00023	0,000	0,00057	0,00036	0,000	36,00	0,000	-0,00052	0,000	0,000	0,00013	0,000	-0,00302	0,000	-0,00794	36,00	0,4000	
36,20	-0,00864	-0,00022	0,000	0,00058	0,00039	0,000	36,20	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00302	0,000	-0,01240	36,20	0,4033	
36,40	-0,01069	-0,00022	0,000	0,00061	0,00038	0,000	36,40	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00303	0,000	-0,01527	36,40	0,4067	
36,60	-0,00154	-0,00022	0,000	0,00057	0,00055	0,000	36,60	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00305	0,000	-0,00247	36,60	0,4100	
36,80	-0,01230	-0,00019	0,000	0,00058	0,00037	0,000	36,80	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00306	0,000	-0,01750	36,80	0,4133	
37,00	-0,00677	-0,00021	0,000	0,00058	0,00040	0,000	37,00	0,000	-0,00051	0,000	0,000	0,00014	0,000	-0,00306	0,000	-0,00976	37,00	0,4167	
37,20	-0,01207	-0,00020	0,000	0,00060	0,00039	0,000	37,20	0,000	-0,00051	0,000	0,000	0,00014	0,000	-0,00307	0,000	-0,01718	37,20	0,4200	
37,40	-0,00957	-0,00019	0,000	0,00062	0,00040	0,000	37,40	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00309	0,000	-0,01367	37,40	0,4233	
37,60	-0,00437	-0,00020	0,000	0,00059	0,00038	0,000	37,60	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00311	0,000	-0,00641	37,60	0,4267	
37,80	-0,00848	-0,00017	0,000	0,00060	0,00038	0,000	37,80	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00312	0,000	-0,01211	37,80	0,4300	
38,00	-0,01134	-0,00020	0,000	0,00062	0,00040	0,000	38,00	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00313	0,000	-0,01616	38,00	0,4333	
38,20	-0,01109	-0,00019	0,000	0,00058	0,00041	0,000	38,20	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00312	0,000	-0,01579	38,20	0,4367	
38,40	-0,00620	-0,00021	0,000	0,00059	0,00040	0,000	38,40	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00313	0,000	-0,00897	38,40	0,4400	
38,60	-0,00729	-0,00022	0,000	0,00059	0,00040	0,000	38,60	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00313	0,000	-0,01051	38,60	0,4433	
38,80	-0,00776	-0,00017	0,000	0,00060	0,00040	0,000	38,80	0,000	-0,00052	0,000	0,000	0,00015	0,000	-0,00315	0,000	-0,01111	38,80	0,4467	
39,00	-0,00434	-0,00022	0,000	0,00061	0,00040	0,000	39,00	0,000	-0,00052	0,000	0,000	0,00015	0,000	-0,00317	0,000	-0,00639	39,00	0,4500	
39,20	-0,00218	-0,00020	0,000	0,00060	0,00040	0,000	39,20	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00318	0,000	-0,00334	39,20	0,4533	
39,40	-0,00829	-0,00020	0,000	0,00060	0,00041	0,000	39,40	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00317	0,000	-0,01189	39,40	0,4567	
39,60	-0,00838	-0,00020	0,000	0,00061	0,00041	0,000	39,60	0,000	-0,00051	0,000	0,000	0,00014	0,000	-0,00318	0,000	-0,01201	39,60	0,4600	
39,80	-0,01209	-0,00020	0,000	0,00061	0,00041	0,000	39,80	0,000	-0,00048	0,000	0,000	0,00015	0,00011	-0,00319	0,000	-0,01721	39,80	0,4633	
40,00	-0,00453	-0,00021	0,000	0,00061	0,00038	0,000	40,00	0,000	-0,00047	0,000	0,00011	0,00015	0,00021	-0,00319	0,000	-0,00665	40,00	0,4667	
40,20	-0,00803	-0,00023	0,000	0,00061	0,00041	0,000	40,20	0,000	-0,00047	0,000	0,000	0,00015	0,00022	-0,00320	0,000	-0,01155	40,20	0,4700	
40,40	-0,00631	-0,00021	0,000	0,00062	0,00040	0,000	40,40	0,000	-0,00050	0,000	0,000	0,00015	0,00013	-0,00323	0,000	-0,00912	40,40	0,4733	
40,60	-0,00808	-0,00021	0,000	0,00062	0,00038	0,000	40,60	0,000	-0,00052	0,000	0,000	0,00014	0,000	-0,00325	0,000	-0,01160	40,60	0,4767	
40,80	-0,00724	-0,00020	0,000	0,00063	0,00041	0,000	40,80	0,000	-0,00052	0,000	0,000	0,00013	0,000	-0,00326	0,000	-0,01042	40,80	0,4800	
41,00	-0,00593	-0,00023	0,000	0,00062	0,00039	0,000	41,00	0,000	-0,00051	0,000	0,000	0,00013	0,000	-0,00326	0,000	-0,00863	41,00	0,4833	
41,20	-0,00832	-0,00021	0,000	0,00061	0,00038	0,000	41,20	0,000	-0,00051	0,000	0,000	0,00014	0,000	-0,00327	0,000	-0,01194	41,20	0,4867	
41,40	-0,00630	-0,00022	0,000	0,00062	0,00042	0,000	41,40	0,000	-0,00051	0,000	0,000	0,00014	0,000	-0,00328	0,000	-0,00912	41,40	0,4900	
41,60	-0,00779	-0,00020	0,000	0,00061	0,00038	0,000	41,60	0,000	-0,00050	0,000	0,000	0,00014	0,000	-0,00330	0,000	-0,01119	41,60	0,4933	
41,80	-0,00878	-0,00020	0,000	0,00060	0,00041	0,000	41,80	0,000	-0,00050	0,000	0,000	0,00014	0,000	-0,00331	0,000	-0,01258	41,80	0,4967	
42,00	-0,00617	-0,00021	0,000	0,00063	0,00042	0,000	42,00	0,000	-0,00050	0,000	0,000	0,00015	0,000	-0,00332	0,000	-0,00894	42,00	0,5000	
42,20	-0,06617	-0,00022	0,000	0,00061	0,00044	0,000	42,20	0,000	-0,00050	0,000	0,000	0,00014	0,000	-0,00333	0,000	-0,09296	42,20	0,5033	
42,40	-0,06682	-0,00022	0,00015	0,00063	0,00042	0,000	42,40	0,000	-0,00050	0,000	0,000	0,00014	0,000	-0,00333	0,000	-0,09385	42,40	0,5067	
42,60	-0,00414	-0,00018	0,000	0,00063	0,00042	0,00015	42,60	0,000	-0,00050	0,000	0,000	0,00014	0,000	-0,00334	0,000	-0,00605	42,60	0,5100	
42,80	-0,00293	-0,00021	0,000	0,00062	0,00043	0,00015	42,80	0,000	-0,00049	0,000	0,000	0,00014	0,000	-0,00338	0,000	-0,00439	42,80	0,5133	
43,00	-0,00573	-0,00025	0,000	0,00067	0,00023	0,000	43,00	0,000	-0,00049	0,000	0,000	0,00015	0,000	-0,00229	0,000	-0,00837	43,00	0,5167	
43,20	-0,00886	-0,00023	0,000	0,00119	0,000	0,000	43,20	0,000	-0,00048	0,000	0,000	0,00015	0,000	0,00929	0,000	-0,01272	43,20	0,5200	
43,40	-0,00945	-0,00024	0,000	0,00162	0,000	0,000	43,40	0,000	-0,00046	-0,00037	0,000	0,00015	0,000	0,03864	0,000	-0,01357	43,40	0,5233	
43,60	-0,00919	-0,00029	0,000	0,00162	0,000	0,000	43,60	0,000	-0,00042	-0,00212	0,000	0,00015	0,000	0,06953	0,000	-0,01327	43,60	0,5267	
43,80	-0,00907	-0,00026	0,000	0,00167	-0,00018	0,000	43,80	0,000	-0,00039	-0,00462	0,000	0,00015	0,000	0,08934	0,000	-0,01307	43,80	0,5300	
44,00	-0,00801	-0,00029	0,000	0,00166	-0,00034	0,000	44,00	0,000	-0,00041	-0,00842	0,000	0,00015	0,000	0,1070	0,000	-0,01162	44,00	0,5333	
44,20	-0,00412	-0,00035	0,000	0,00168	-0,00048	0,000	44,20	0,000	-0,00043	-0,01268	0,000	0,00015	0,000	0,1202	0,000	-0,00626	44,20	0,5367	
44,40	-0,00995	-0,00039	0,000	0,00164	-0,00061	0,000	44,40	0,000	-0,00045	-0,01574	0,000	0,00015	0,000	0,1304	-0,00011	-0,01447	44,40	0,5400	
44,60	-0,00953	-0,00043	0,000	0,00172	-0,00053	0,000	44,60	0,000	-0,00046	-0,01775	0,000	0,00016	0,000	0,1404	-0,00011	-0,01394	44,60	0,5433	
44,80	-0,00865	-0,00043	0,000	0,00184	-0,00044	0,000	44,80	0,000	-0,00046	-0,01897	0,000	0,00015	0,000	0,1479	0,000	-0,01271	44,80	0,5467	
45,00	-0,00868	-0,00042	0,000	0,00186	-0,00046	0,000	45,00	0,000	-0,00046	-0,01950	0,000	0,00015	-0,00011	0,1508	0,000	-0,01274	45,00	0,5500	
45,20	-0,00282	-0,00042	0,000	0,00189	-0,00042	0,000	45,20	0,000	-0,00047	-0,01969	0,000	0,00016	-0,00012	0,1523	0,000	-0,00453	45,20	0,5533	
45,40	-0,00516	-0,00042	0,000	0,00181	-0,00051	0,000	45,40	0,000	-0,00048	-0,01980	0,000	0,00016	-0,00011	0,1530	0,000	-0,00781	45,40	0,5567	
45,60	-0,01064	-0,00059	0,000	0,00169	-0,00064	0,000	45,60	0,000	-0,00050	-0,02005	0,000	0,00016	-0,00011	0,1571	0,000	-0,01573	45,60	0,5600	
45,80	-0,00895	-0,00089	0,000	0,00148	-0,00072	0,000	45,80	0,000	-0,00052	-0,02094	0,000	0,00016	-0,00014	0,1706	0,000	-0,01378	45,80	0,5633	
46,00	-0,00581	-0,00125	0,000	0,00104	-0,00095	0,000	46,00	0,000	-0,00054	-0,02283	0,000	0,00016	-0,00022	0,1901	-0,00014	-0,00988	46,00	0,5667	
46,20	-0,00795	-0,00134	0,000	0,00101	-0,00085	0,000	46,20	0,000	-0,00055	-0,02477	0,000	0,00016	-0,00033	0,2105	-0,00017	-0,01301	46,20	0,5700	
46,40	-0,01068	-0,00135	0,000	0,00097	-0,00089	0,000	46,40	0,000	-0,00054	-0,02638	0,000	0,00015	-0,00043	0,2234	-0,00017	-0,01685	46,40	0,5733	
46,60	-0,00625	-0,00137	0,000	0,00098	-0,00095	0,000	46,60	0,000	-0,00053	-0,02660	0,000	0,00015	-0,00047	0,2164	-0,00016	-0,01067	46,60	0,5767	
46,80	-0,00531	-0,00146	0,000	0,00045	-0,00121	0,000	46,80	0,000	-0,00054	-0,02678	0,000	0,00015	-0,00048	0,2122	-0,00017	-0,00948	46,80	0,5800	
47,00	-0,00981	-0,00170	0,000	-0,00015	-0,00117	0,000	47,00	0,000	-0,00055	-0,02721	0,000	0,00015	-0,00050	0,2176	-0,00019	-0,01612	47,00	0,5833	
47,20	-0,00571	-0,00170	0,000	0,000	-0,00112	0,000	47,20	0,000	-0,00054	-0,02760	0,000	0,00012	-0,00054	0,2266	-0,00021	-0,01038	47,20	0,5867	
47,40	-0,00510	-0,00170	0,000	0,00014	-0,00109	0,000	47,40	0,000	-0,00053	-0,02779	0,000	0,000	-0,00060	0,2305	-0,00023	-0,00951	47,40	0,5900	
47,60	-0,00884	-0,00171	0,000	0,00011	-0,00111	0,000	47,60	0,000	-0,00053	-0,02783	0,000	0,000	-0,00064	0,2310	-0,00026	-0,01477	47,60	0,5933	
47,80	-0,00691	-0,00171	0,000	0,000	-0,00122	0,000	47,80	0,000	-0,00053	-0,02786	0,000	0,000	-0,00066	0,2313	-0,00026	-0,01207	47,80	0,5967	
48,00	-0,00987	-0,00174	0,000	-0,00050	-0,00134	0,000	48,00	0,000	-0,00053	-0,02793	0,000	0,000	-0,00067	0,2331	-0,00027	-0,01625	48,00	0,6000	
48,20	-0,00708	-0,00182	0,000	-0,00073	-0,00134	0,000	48,20	0,000	-0,00053	-0,02801	0,000	0,000	-0,00070	0,2357	-0,00028	-0,01246	48,20	0,6033	
48,40	-0,00949	-0,00184	0,000	-0,00064	-0,00125	0,000	48,40	0,000	-0,00053	-0,02811	0,000	0,000	-0,00075	0,2382	-0,00030	-0,01587	48,40	0,6067	
48,60	-0,00831	-0,00187	0,000	-0,00055	-0,00121	0,000	48,60	0,000	-0,00053	-0,02819	0,000	0,000	-0,00079	0,2391	-0,00031	-0,01425	48,60	0,6100	
48,80	-0,00719	-0,00194	-0,00012	-0,00046	-0,00118	0,000	48,80	0,000	-0,00053	-0,02821	0,000	0,000	-0,00082	0,2385	-0,00031	-0,01278	48,80	0,6133	
49,00	-0,00174	-0,00198	0,000	-0,00029	-0,00115	0,000	49,00	0,000	-0,00053	-0,02825	0,000	0,000	-0,00084	0,2377	-0,00032	-0,00521	49,00	0,6167	
49,20	-0,01266	-0,00197	0,000	-0,00012	-0,00113	0,000	49,20	0,000	-0,00053	-0,02833	0,000	0,000	-0,00085	0,2370	-0,00032	-0,02047	49,20	0,6200	
49,40	-0,00671	-0,00200	0,000	-0,00013	-0,00110	0,000	49,40	0,000	-0,00053	-0,02839	0,000	-0,00011	-0,00086	0,2358	-0,00030	-0,01219	49,40	0,6233	
49,60	-0,00500	-0,00198	0,000	0,000	-0,00107	0,000	49,60	0,000	-0,00053	-0,02842	0,000	-0,00011	-0,00086	0,2347	-0,00029	-0,00976	49,60	0,6267	
49,80	-0,00297	-0,00199	0,000	0,00012	-0,00105	0,000	49,80	0,000	-0,00052	-0,02840	0,000	-0,00011	-0,00087	0,2336	-0,00029	-0,00695	49,80	0,6300	
50,00	-0,00496	-0,00200	0,000	0,00030	-0,00094	0,000	50,00	0,000	-0,00051	-0,02832	0,000	-0,00012	-0,00086	0,2317	-0,00030	-0,00974	50,00	0,6333	
50,20	-0,00752	-0,00198	0,000	0,00037	-0,00093	0,000	50,20	0,000	-0,00052	-0,02820	0,000	-0,00013	-0,00086	0,2285	-0,00031	-0,01331	50,20	0,6367	
50,40	-0,00381	-0,00198	0,000	0,00035	-0,00091	0,000	50,40	0,000	-0,00052	-0,02808	0,000	-0,00012	-0,00086	0,2250	-0,00031	-0,00811	50,40	0,6400	
50,60	-0,00221	-0,00197	0,000	0,00036	-0,00096	0,000	50,60	0,000	-0,00052	-0,02797	0,000	-0,00012	-0,00086	0,2219	-0,00032	-0,00585	50,60	0,6433	
50,80	-0,00523	-0,00198	0,000	0,00035	-0,00098	0,000	50,80	0,000	-0,00051	-0,02792	0,000	-0,00012	-0,00086	0,2203	-0,00031	-0,01010	50,80	0,6467	
51,00	-0,00330	-0,00199	0,000	0,00039	-0,00097	0,000	51,00	0,000	-0,00051	-0,02796	0,000	-0,00012	-0,00086	0,2214	-0,00030	-0,00740	51,00	0,6500	
51,20	-0,00071	-0,00202	0,000	0,00032	-0,00103	0,000	51,20	0,000	-0,00050	-0,02806	0,000	-0,00011	-0,00086	0,2241	-0,00029	-0,00382	51,20	0,6533	
51,40	-0,00440	-0,00201	0,000	0,00036	-0,00101	0,000	51,40	0,000	-0,00050	-0,02818	0,00010	-0,00011	-0,00086	0,2272	-0,00029	-0,00897	51,40	0,6567	
51,60	-0,00244	-0,00200	0,000	0,00039	-0,00100	0,000	51,60	0,000	-0,00050	-0,02827	0,00011	-0,00011	-0,00086	0,2295	-0,00030	-0,00621	51,60	0,6600	
51,80	-0,00820	-0,00200	0,000	0,00039	-0,00099	0,000	51,80	0,000	-0,00050	-0,02829	0,00011	-0,00011	-0,00086	0,2298	-0,00031	-0,01428	51,80	0,6633	
52,00	-0,00389	-0,00201	0,000	0,00046	-0,00097	0,000	52,00	0,000	-0,00049	-0,02826	0,00012	-0,00011	-0,00086	0,2290	-0,00031	-0,00826	52,00	0,6667	
52,20	-0,00393	-0,00202	-0,00011	0,00040	-0,00102	0,000	52,20	0,000	-0,00049	-0,02825	0,00012	-0,00011	-0,00086	0,2280	-0,00031	-0,00833	52,20	0,6700	
52,40	-0,00497	-0,00199	0,000	0,00044	-0,00100	0,000	52,40	0,000	-0,00049	-0,02825	0,00012	-0,00011	-0,00087	0,2276	-0,00032	-0,00974	52,40	0,6733	
52,60	-0,00874	-0,00202	0,000	0,00036	-0,00103	0,000	52,60	0,000	-0,00049	-0,02825	0,00013	-0,00012	-0,00087	0,2272	-0,00030	-0,01506	52,60	0,6767	
52,80	-0,00986	-0,00201	0,000	0,00039	-0,00100	0,000	52,80	0,000	-0,00049	-0,02823	0,00014	-0,00012	-0,00086	0,2267	-0,00029	-0,01662	52,80	0,6800	
53,00	-0,00491	-0,00201	0,000	0,00051	-0,00099	0,000	53,00	0,000	-0,00048	-0,02822	0,00014	-0,00012	-0,00086	0,2258	-0,00029	-0,00969	53,00	0,6833	
53,20	-0,00503	-0,00203	0,000	0,00071	-0,00091	0,000	53,20	0,000	-0,00048	-0,02820	0,00015	-0,00013	-0,00086	0,2248	-0,00029	-0,00988	53,20	0,6867	
53,40	-0,00385	-0,00203	0,000	0,00074	-0,00093	0,000	53,40	0,000	-0,00048	-0,02818	0,00016	-0,00013	-0,00086	0,2236	-0,00028	-0,00824	53,40	0,6900	
53,60	0,03584	-0,00192	0,000	0,00220	-0,00041	0,000	53,60	0,000	-0,00047	-0,02820	0,00018	-0,00013	-0,00087	0,2229	-0,00027	0,04748	53,60	0,6933	
53,80	0,1063	0,00075	0,000	0,00334	-0,00045	0,00011	53,80	0,000	-0,00056	-0,02842	0,00019	-0,00014	-0,00084	0,2255	-0,00017	0,1498	53,80	0,6967	
54,00	0,1611	0,00495	0,000	0,00401	-0,00100	0,00014	54,00	0,00010	-0,00081	-0,02969	0,00021	-0,00013	-0,00062	0,2353	0,00032	0,2325	54,00	0,7000	
54,20	0,2130	0,00768	0,000	0,00478	-0,00137	0,00018	54,20	0,00014	-0,00095	-0,03236	0,00023	-0,00011	-0,00013	0,2481	0,00167	0,3090	54,20	0,7033	
54,40	0,2509	0,01070	0,000	0,00610	-0,00176	0,00022	54,40	0,00019	-0,00093	-0,03505	0,00024	0,000	0,00054	0,2579	0,00366	0,3662	54,40	0,7067	
54,60	0,2824	0,01293	0,000	0,00813	-0,00197	0,00026	54,60	0,00023	-0,00088	-0,03683	0,00024	0,000	0,00135	0,2628	0,00636	0,4135	54,60	0,7100	
54,80	0,2979	0,01417	0,000	0,01013	-0,00200	0,00029	54,80	0,00026	-0,00084	-0,03759	0,00026	0,00015	0,00228	0,2618	0,00931	0,4370	54,80	0,7133	
55,00	0,2783	0,01487	0,00013	0,01121	-0,00187	0,00031	55,00	0,00028	-0,00082	-0,03789	0,00026	0,00025	0,00314	0,2592	0,01199	0,4104	55,00	0,7167	
55,20	0,3091	0,01504	0,000	0,01120	-0,00217	0,00033	55,20	0,00031	-0,00080	-0,03785	0,00026	0,00032	0,00374	0,2548	0,01384	0,4537	55,20	0,7200	
55,40	0,3337	0,01752	0,00015	0,01258	-0,00251	0,00032	55,40	0,00032	-0,00079	-0,03855	0,00026	0,00038	0,00403	0,2624	0,01527	0,4918	55,40	0,7233	
55,60	0,3440	0,01888	0,00019	0,01432	-0,00253	0,00030	55,60	0,00033	-0,00077	-0,04007	0,00026	0,00048	0,00419	0,2786	0,01702	0,5081	55,60	0,7267	
55,80	0,3212	0,01926	0,00027	0,01587	-0,00273	0,00031	55,80	0,00034	-0,00075	-0,04100	0,00026	0,00062	0,00466	0,2861	0,01910	0,4766	55,80	0,7300	
56,00	0,3374	0,02002	0,00030	0,01612	-0,00275	0,00031	56,00	0,00034	-0,00071	-0,04194	0,00027	0,00074	0,00530	0,2893	0,02087	0,5004	56,00	0,7333	
56,20	0,3450	0,01955	0,00030	0,01550	-0,00277	0,00029	56,20	0,00034	-0,00068	-0,04273	0,00027	0,00081	0,00570	0,2872	0,02161	0,5104	56,20	0,7367	
56,40	0,3440	0,01948	0,00032	0,01520	-0,00247	0,00028	56,40	0,00035	-0,00068	-0,04200	0,00028	0,00084	0,00590	0,2748	0,02192	0,5089	56,40	0,7400	
56,60	0,3532	0,01876	0,00031	0,01499	-0,00241	0,00028	56,60	0,00034	-0,00068	-0,04037	0,00028	0,00085	0,00608	0,2572	0,02240	0,5208	56,60	0,7433	
56,80	0,3628	0,01882	0,00029	0,01573	-0,00242	0,00026	56,80	0,00033	-0,00068	-0,03889	0,00028	0,00086	0,00622	0,2439	0,02283	0,5343	56,80	0,7467	
57,00	0,3742	0,02001	0,00029	0,01678	-0,00257	0,00019	57,00	0,00033	-0,00068	-0,03904	0,00029	0,00088	0,00632	0,2471	0,02349	0,5519	57,00	0,7500	
57,20	0,3724	0,02049	0,00035	0,01722	-0,00265	0,000	57,20	0,00034	-0,00066	-0,03960	0,00029	0,00091	0,00642	0,2536	0,02425	0,5501	57,20	0,7533	
57,40	0,3792	0,01964	0,00038	0,01696	-0,00254	0,000	57,40	0,00036	-0,00063	-0,03922	0,00029	0,00096	0,00665	0,2509	0,02485	0,5583	57,40	0,7567	
57,60	0,3769	0,02017	0,00041	0,01728	-0,00252	0,000	57,60	0,00035	-0,00060	-0,03842	0,00029	0,00102	0,00700	0,2439	0,02527	0,5559	57,60	0,7600	
57,80	0,3855	0,02055	0,00049	0,01783	-0,00251	-0,00021	57,80	0,00034	-0,00057	-0,03711	0,00029	0,00108	0,00725	0,2304	0,02551	0,5685	57,80	0,7633	
58,00	0,3869	0,01959	0,00051	0,01733	-0,00230	-0,00035	58,00	0,00035	-0,00055	-0,03488	0,00029	0,00118	0,00738	0,2057	0,02572	0,5691	58,00	0,7667	
58,20	0,3881	0,02061	0,00053	0,01826	-0,00240	-0,00046	58,20	0,00035	-0,00053	-0,03200	0,00028	0,00128	0,00748	0,1773	0,02596	0,5722	58,20	0,7700	
58,40	0,3850	0,02024	0,00053	0,01824	-0,00235	-0,00052	58,40	0,00035	-0,00051	-0,02961	0,00028	0,00136	0,00760	0,1551	0,02612	0,5673	58,40	0,7733	
58,60	0,3872	0,02028	0,00051	0,01831	-0,00233	-0,00051	58,60	0,00037	-0,00050	-0,02828	0,00028	0,00143	0,00781	0,1436	0,02623	0,5705	58,60	0,7767	
58,80	0,3865	0,02085	0,00057	0,01892	-0,00246	-0,00050	58,80	0,00038	-0,00049	-0,02765	0,00028	0,00146	0,00803	0,1400	0,02629	0,5703	58,80	0,7800	
59,00	0,3819	0,02022	0,00054	0,01862	-0,00238	-0,00043	59,00	0,00039	-0,00049	-0,02734	0,00029	0,00147	0,00832	0,1387	0,02628	0,5630	59,00	0,7833	
59,20	0,3859	0,02088	0,00057	0,01917	-0,00241	-0,00035	59,20	0,00040	-0,00048	-0,02711	0,00029	0,00148	0,00865	0,1380	0,02625	0,5694	59,20	0,7867	
