Zeit  1 - Langsame Messrate [s]	KMD1 [kN]	Vorne_links-v-control [mm]	Mitte_rechts-v [mm]	Vorne_rechts_v [mm]	Vorne_rechts_h_0_Grad [mm]	Vorne_mitte_h_0_Grad [mm]	Zeit  2 - Langsame Messrate [s]	Vorne_links_h_0_Grad [mm]	Mitte_h_0_Grad_1 [mm]	Mitte_h_0_Grad_2 [mm]	Mitte_h_90_Grad [mm]	Vorne_mitte_h_90_Grad_1 [mm]	Vorne_mitte_h_90_Grad_2 [mm]	Vorne_v_control [mm]	V_Mitte [mm]	Kraftges [kN]	Zeit [s]	Weg_soll []
603,40	29,32	-3,510	6,411	-4,464	0,6718	0,3702	603,40	-0,4385	0,5674	1,835	6,299	1,677	2,412	-7,318	9,796	36,13	603,40	9,857	
603,60	29,37	-3,514	6,418	-4,468	0,6719	0,3702	603,60	-0,4384	0,5674	1,836	6,305	1,678	2,414	-7,323	9,806	36,20	603,60	9,860	
603,80	29,41	-3,518	6,424	-4,471	0,6719	0,3702	603,80	-0,4383	0,5674	1,836	6,312	1,679	2,415	-7,327	9,815	36,25	603,80	9,863	
604,00	29,43	-3,522	6,429	-4,474	0,6719	0,3702	604,00	-0,4383	0,5674	1,837	6,319	1,681	2,417	-7,331	9,822	36,28	604,00	9,867	
604,20	29,44	-3,525	6,433	-4,476	0,6717	0,3702	604,20	-0,4386	0,5674	1,838	6,324	1,682	2,419	-7,335	9,828	36,29	604,20	9,870	
604,40	29,45	-3,527	6,437	-4,478	0,6714	0,3702	604,40	-0,4392	0,5674	1,838	6,329	1,683	2,421	-7,338	9,832	36,30	604,40	9,873	
604,60	29,46	-3,530	6,440	-4,480	0,6711	0,3702	604,60	-0,4399	0,5674	1,839	6,333	1,684	2,423	-7,340	9,835	36,30	604,60	9,877	
604,80	29,48	-3,531	6,441	-4,482	0,6706	0,3702	604,80	-0,4405	0,5674	1,840	6,336	1,685	2,424	-7,342	9,837	36,32	604,80	9,880	
605,00	29,48	-3,533	6,444	-4,483	0,6702	0,3702	605,00	-0,4410	0,5674	1,840	6,338	1,686	2,426	-7,343	9,840	36,32	605,00	9,883	
605,20	29,49	-3,535	6,446	-4,485	0,6699	0,3702	605,20	-0,4415	0,5674	1,841	6,340	1,687	2,427	-7,345	9,842	36,33	605,20	9,887	
605,40	29,49	-3,540	6,447	-4,487	0,6690	0,3702	605,40	-0,4419	0,5674	1,841	6,342	1,688	2,428	-7,346	9,844	36,33	605,40	9,890	
605,60	29,49	-3,547	6,449	-4,488	0,6673	0,3702	605,60	-0,4422	0,5674	1,842	6,344	1,689	2,430	-7,348	9,847	36,32	605,60	9,893	
605,80	29,51	-3,553	6,452	-4,490	0,6658	0,3702	605,80	-0,4423	0,5674	1,842	6,346	1,690	2,432	-7,349	9,849	36,34	605,80	9,897	
606,00	29,52	-3,558	6,455	-4,493	0,6646	0,3702	606,00	-0,4423	0,5674	1,843	6,349	1,692	2,436	-7,351	9,852	36,35	606,00	9,900	
606,20	29,53	-3,563	6,462	-4,495	0,6635	0,3702	606,20	-0,4424	0,5674	1,844	6,352	1,693	2,440	-7,352	9,855	36,35	606,20	9,903	
606,40	29,54	-3,568	6,466	-4,497	0,6623	0,3702	606,40	-0,4424	0,5674	1,844	6,356	1,695	2,443	-7,355	9,858	36,36	606,40	9,907	
606,60	29,54	-3,572	6,472	-4,500	0,6613	0,3702	606,60	-0,4424	0,5674	1,845	6,360	1,696	2,446	-7,357	9,861	36,36	606,60	9,910	
606,80	29,55	-3,576	6,477	-4,502	0,6604	0,3702	606,80	-0,4425	0,5674	1,845	6,363	1,697	2,449	-7,358	9,864	36,37	606,80	9,913	
607,00	29,55	-3,579	6,483	-4,504	0,6593	0,3702	607,00	-0,4429	0,5674	1,846	6,366	1,699	2,452	-7,360	9,867	36,36	607,00	9,917	
607,20	29,55	-3,582	6,486	-4,506	0,6581	0,3702	607,20	-0,4434	0,5674	1,847	6,368	1,700	2,455	-7,362	9,870	36,36	607,20	9,920	
607,40	29,56	-3,584	6,489	-4,507	0,6569	0,3702	607,40	-0,4441	0,5674	1,847	6,370	1,701	2,457	-7,364	9,873	36,37	607,40	9,923	
607,60	29,56	-3,587	6,492	-4,509	0,6555	0,3702	607,60	-0,4449	0,5674	1,848	6,372	1,703	2,459	-7,365	9,876	36,36	607,60	9,927	
607,80	29,56	-3,590	6,496	-4,511	0,6541	0,3702	607,80	-0,4457	0,5674	1,849	6,374	1,704	2,461	-7,366	9,878	36,36	607,80	9,930	
608,00	29,57	-3,593	6,504	-4,512	0,6529	0,3702	608,00	-0,4465	0,5674	1,850	6,376	1,705	2,463	-7,368	9,880	36,36	608,00	9,933	
608,20	29,58	-3,596	6,513	-4,514	0,6516	0,3702	608,20	-0,4471	0,5674	1,851	6,378	1,706	2,466	-7,369	9,882	36,38	608,20	9,937	
608,40	29,58	-3,598	6,519	-4,516	0,6505	0,3702	608,40	-0,4476	0,5674	1,852	6,380	1,707	2,468	-7,370	9,884	36,37	608,40	9,940	
608,60	29,58	-3,600	6,524	-4,517	0,6491	0,3702	608,60	-0,4482	0,5674	1,852	6,382	1,709	2,470	-7,372	9,887	36,37	608,60	9,943	
608,80	29,59	-3,603	6,529	-4,519	0,6480	0,3703	608,80	-0,4487	0,5674	1,853	6,384	1,710	2,472	-7,373	9,889	36,39	608,80	9,947	
609,00	29,60	-3,605	6,533	-4,521	0,6468	0,3703	609,00	-0,4493	0,5673	1,854	6,386	1,711	2,474	-7,374	9,891	36,39	609,00	9,950	
609,20	29,61	-3,607	6,535	-4,523	0,6455	0,3703	609,20	-0,4499	0,5672	1,854	6,388	1,712	2,476	-7,376	9,894	36,41	609,20	9,953	
609,40	29,62	-3,609	6,537	-4,525	0,6444	0,3703	609,40	-0,4506	0,5671	1,855	6,391	1,713	2,477	-7,377	9,897	36,41	609,40	9,957	
609,60	29,62	-3,612	6,540	-4,527	0,6432	0,3703	609,60	-0,4513	0,5669	1,857	6,393	1,714	2,479	-7,379	9,899	36,41	609,60	9,960	
609,80	29,63	-3,614	6,543	-4,529	0,6421	0,3703	609,80	-0,4521	0,5666	1,858	6,396	1,715	2,481	-7,380	9,902	36,42	609,80	9,963	
610,00	29,65	-3,617	6,552	-4,531	0,6411	0,3703	610,00	-0,4529	0,5663	1,859	6,399	1,717	2,483	-7,382	9,904	36,44	610,00	9,967	
610,20	29,67	-3,620	6,559	-4,534	0,6403	0,3703	610,20	-0,4536	0,5658	1,860	6,401	1,718	2,485	-7,384	9,907	36,47	610,20	9,970	
610,40	29,68	-3,623	6,565	-4,536	0,6395	0,3703	610,40	-0,4543	0,5653	1,862	6,404	1,719	2,488	-7,386	9,910	36,48	610,40	9,973	
610,60	29,70	-3,626	6,572	-4,539	0,6387	0,3703	610,60	-0,4550	0,5649	1,863	6,408	1,720	2,490	-7,388	9,914	36,50	610,60	9,977	
610,80	29,71	-3,629	6,577	-4,541	0,6379	0,3703	610,80	-0,4558	0,5644	1,864	6,411	1,721	2,492	-7,390	9,919	36,52	610,80	9,980	
611,00	29,72	-3,632	6,582	-4,544	0,6372	0,3704	611,00	-0,4567	0,5640	1,865	6,414	1,723	2,495	-7,392	9,924	36,53	611,00	9,983	
611,20	29,74	-3,635	6,585	-4,546	0,6365	0,3704	611,20	-0,4575	0,5637	1,867	6,418	1,724	2,497	-7,395	9,931	36,54	611,20	9,987	
611,40	29,74	-3,638	6,587	-4,549	0,6358	0,3704	611,40	-0,4583	0,5634	1,869	6,422	1,725	2,499	-7,397	9,937	36,55	611,40	9,990	
611,60	29,75	-3,640	6,589	-4,551	0,6353	0,3704	611,60	-0,4592	0,5631	1,871	6,425	1,726	2,501	-7,399	9,943	36,55	611,60	9,993	
611,80	29,76	-3,642	6,592	-4,553	0,6346	0,3704	611,80	-0,4601	0,5628	1,872	6,428	1,727	2,503	-7,401	9,949	36,57	611,80	9,997	
612,00	29,77	-3,645	6,595	-4,556	0,6341	0,3704	612,00	-0,4610	0,5626	1,874	6,431	1,728	2,505	-7,403	9,954	36,57	612,00	10,000	
612,20	29,78	-3,647	6,596	-4,558	0,6334	0,3704	612,20	-0,4619	0,5624	1,875	6,434	1,730	2,507	-7,405	9,958	36,59	612,20	10,00	
612,40	29,80	-3,650	6,601	-4,561	0,6325	0,3704	612,40	-0,4629	0,5622	1,877	6,438	1,731	2,509	-7,408	9,962	36,61	612,40	10,01	
612,60	29,81	-3,652	6,607	-4,563	0,6316	0,3704	612,60	-0,4639	0,5620	1,879	6,441	1,732	2,511	-7,410	9,966	36,62	612,60	10,01	
612,80	29,81	-3,654	6,614	-4,565	0,6308	0,3704	612,80	-0,4649	0,5618	1,882	6,444	1,733	2,513	-7,412	9,970	36,62	612,80	10,01	
613,00	29,82	-3,657	6,623	-4,568	0,6303	0,3704	613,00	-0,4660	0,5615	1,885	6,447	1,735	2,515	-7,414	9,975	36,63	613,00	10,02	
613,20	29,83	-3,660	6,631	-4,571	0,6297	0,3704	613,20	-0,4671	0,5612	1,887	6,450	1,736	2,517	-7,416	9,979	36,64	613,20	10,02	
613,40	29,84	-3,663	6,637	-4,573	0,6292	0,3705	613,40	-0,4682	0,5609	1,889	6,454	1,737	2,519	-7,418	9,984	36,65	613,40	10,02	
613,60	29,87	-3,667	6,642	-4,577	0,6288	0,3705	613,60	-0,4691	0,5605	1,891	6,458	1,738	2,522	-7,420	9,988	36,68	613,60	10,03	
613,80	29,91	-3,671	6,649	-4,581	0,6286	0,3705	613,80	-0,4699	0,5601	1,892	6,462	1,739	2,525	-7,423	9,993	36,73	613,80	10,03	
614,00	29,94	-3,676	6,655	-4,585	0,6284	0,3705	614,00	-0,4706	0,5597	1,893	6,466	1,741	2,527	-7,426	9,998	36,77	614,00	10,03	
614,20	29,89	-3,680	6,661	-4,589	0,6284	0,3705	614,20	-0,4711	0,5594	1,895	6,470	1,742	2,530	-7,430	10,00	36,70	614,20	10,04	
614,40	29,91	-3,684	6,665	-4,592	0,6283	0,3706	614,40	-0,4717	0,5592	1,897	6,476	1,743	2,534	-7,433	10,01	36,72	614,40	10,04	
614,60	29,97	-3,689	6,671	-4,595	0,6282	0,3706	614,60	-0,4725	0,5590	1,899	6,481	1,745	2,537	-7,437	10,01	36,80	614,60	10,04	
614,80	29,99	-3,695	6,676	-4,598	0,6281	0,3706	614,80	-0,4735	0,5588	1,901	6,485	1,746	2,541	-7,439	10,02	36,81	614,80	10,05	
615,00	30,00	-3,698	6,682	-4,601	0,6279	0,3706	615,00	-0,4744	0,5586	1,903	6,489	1,747	2,544	-7,442	10,02	36,82	615,00	10,05	
615,20	30,00	-3,702	6,691	-4,603	0,6276	0,3706	615,20	-0,4754	0,5583	1,905	6,493	1,749	2,547	-7,445	10,03	36,82	615,20	10,05	
615,40	30,01	-3,705	6,701	-4,606	0,6268	0,3706	615,40	-0,4765	0,5581	1,907	6,497	1,750	2,550	-7,447	10,03	36,82	615,40	10,06	
615,60	30,01	-3,707	6,707	-4,608	0,6256	0,3706	615,60	-0,4776	0,5578	1,909	6,501	1,751	2,552	-7,449	10,03	36,83	615,60	10,06	
615,80	30,01	-3,710	6,710	-4,610	0,6242	0,3706	615,80	-0,4787	0,5575	1,910	6,504	1,753	2,555	-7,451	10,04	36,82	615,80	10,06	
616,00	30,01	-3,712	6,715	-4,612	0,6228	0,3706	616,00	-0,4797	0,5570	1,912	6,508	1,754	2,557	-7,453	10,04	36,82	616,00	10,07	
616,20	30,02	-3,715	6,723	-4,614	0,6215	0,3706	616,20	-0,4808	0,5565	1,913	6,511	1,755	2,559	-7,455	10,04	36,82	616,20	10,07	
616,40	30,02	-3,717	6,731	-4,617	0,6201	0,3706	616,40	-0,4818	0,5559	1,914	6,514	1,757	2,561	-7,456	10,05	36,82	616,40	10,07	
616,60	30,02	-3,719	6,735	-4,619	0,6183	0,3706	616,60	-0,4830	0,5553	1,915	6,516	1,758	2,563	-7,458	10,05	36,82	616,60	10,08	
616,80	30,02	-3,722	6,742	-4,621	0,6160	0,3706	616,80	-0,4843	0,5546	1,916	6,519	1,759	2,565	-7,459	10,05	36,82	616,80	10,08	
617,00	30,01	-3,724	6,745	-4,622	0,6141	0,3707	617,00	-0,4855	0,5538	1,917	6,521	1,761	2,567	-7,461	10,06	36,80	617,00	10,08	
617,20	30,01	-3,727	6,747	-4,625	0,6123	0,3707	617,20	-0,4866	0,5530	1,917	6,524	1,762	2,569	-7,462	10,06	36,80	617,20	10,09	
617,40	30,01	-3,730	6,751	-4,627	0,6101	0,3707	617,40	-0,4880	0,5522	1,918	6,527	1,763	2,571	-7,464	10,06	36,79	617,40	10,09	
617,60	30,02	-3,732	6,753	-4,630	0,6077	0,3707	617,60	-0,4898	0,5511	1,919	6,530	1,765	2,573	-7,465	10,07	36,80	617,60	10,09	
617,80	30,02	-3,735	6,758	-4,632	0,6057	0,3707	617,80	-0,4915	0,5497	1,920	6,533	1,766	2,576	-7,466	10,07	36,80	617,80	10,10	
618,00	30,02	-3,737	6,773	-4,634	0,6038	0,3707	618,00	-0,4931	0,5482	1,921	6,537	1,768	2,578	-7,468	10,07	36,80	618,00	10,10	
618,20	30,03	-3,740	6,783	-4,637	0,6021	0,3707	618,20	-0,4947	0,5469	1,922	6,540	1,769	2,580	-7,469	10,08	36,81	618,20	10,10	
618,40	30,03	-3,742	6,789	-4,639	0,6003	0,3707	618,40	-0,4962	0,5456	1,923	6,544	1,770	2,583	-7,471	10,08	36,80	618,40	10,11	
618,60	30,03	-3,745	6,797	-4,642	0,5988	0,3707	618,60	-0,4973	0,5444	1,924	6,548	1,772	2,585	-7,473	10,09	36,80	618,60	10,11	
618,80	30,04	-3,749	6,805	-4,645	0,5974	0,3707	618,80	-0,4984	0,5433	1,924	6,551	1,773	2,588	-7,474	10,09	36,80	618,80	10,11	
619,00	30,04	-3,752	6,812	-4,649	0,5954	0,3707	619,00	-0,4999	0,5422	1,925	6,554	1,775	2,590	-7,476	10,09	36,80	619,00	10,12	
619,20	30,05	-3,756	6,818	-4,652	0,5933	0,3707	619,20	-0,5021	0,5409	1,926	6,557	1,777	2,593	-7,478	10,10	36,81	619,20	10,12	
619,40	30,04	-3,759	6,825	-4,655	0,5911	0,3708	619,40	-0,5046	0,5394	1,927	6,560	1,779	2,597	-7,479	10,10	36,80	619,40	10,12	
619,60	30,04	-3,762	6,832	-4,658	0,5886	0,3708	619,60	-0,5069	0,5379	1,927	6,563	1,781	2,600	-7,481	10,11	36,79	619,60	10,13	
619,80	30,05	-3,766	6,841	-4,662	0,5865	0,3708	619,80	-0,5090	0,5366	1,928	6,566	1,783	2,603	-7,482	10,11	36,80	619,80	10,13	
620,00	30,09	-3,770	6,852	-4,666	0,5851	0,3708	620,00	-0,5111	0,5352	1,929	6,569	1,785	2,606	-7,484	10,11	36,84	620,00	10,13	
620,20	30,10	-3,775	6,861	-4,671	0,5835	0,3709	620,20	-0,5130	0,5339	1,930	6,573	1,787	2,609	-7,487	10,12	36,85	620,20	10,14	
620,40	30,10	-3,779	6,873	-4,675	0,5818	0,3709	620,40	-0,5147	0,5328	1,931	6,578	1,789	2,613	-7,489	10,13	36,85	620,40	10,14	
620,60	30,11	-3,783	6,880	-4,678	0,5803	0,3709	620,60	-0,5164	0,5316	1,932	6,583	1,791	2,616	-7,492	10,13	36,85	620,60	10,14	
620,80	30,11	-3,787	6,885	-4,681	0,5788	0,3710	620,80	-0,5180	0,5304	1,933	6,587	1,793	2,620	-7,494	10,14	36,85	620,80	10,15	
621,00	30,11	-3,791	6,891	-4,685	0,5770	0,3710	621,00	-0,5197	0,5292	1,935	6,591	1,795	2,624	-7,496	10,15	36,84	621,00	10,15	
621,20	30,11	-3,794	6,899	-4,688	0,5752	0,3711	621,20	-0,5213	0,5280	1,936	6,594	1,797	2,627	-7,498	10,15	36,85	621,20	10,15	
621,40	30,12	-3,797	6,905	-4,690	0,5730	0,3711	621,40	-0,5228	0,5267	1,937	6,597	1,799	2,630	-7,500	10,15	36,85	621,40	10,16	
621,60	30,12	-3,801	6,911	-4,693	0,5710	0,3712	621,60	-0,5243	0,5253	1,938	6,600	1,800	2,633	-7,501	10,15	36,84	621,60	10,16	
621,80	30,12	-3,804	6,918	-4,696	0,5687	0,3713	621,80	-0,5258	0,5238	1,939	6,602	1,802	2,636	-7,503	10,16	36,84	621,80	10,16	
622,00	30,12	-3,807	6,924	-4,698	0,5663	0,3714	622,00	-0,5274	0,5222	1,940	6,605	1,804	2,639	-7,504	10,16	36,83	622,00	10,17	
622,20	30,12	-3,810	6,930	-4,701	0,5645	0,3714	622,20	-0,5290	0,5204	1,940	6,609	1,806	2,641	-7,506	10,16	36,84	622,20	10,17	
622,40	30,12	-3,813	6,939	-4,703	0,5626	0,3715	622,40	-0,5307	0,5185	1,941	6,612	1,807	2,644	-7,508	10,17	36,83	622,40	10,17	
622,60	30,12	-3,816	6,947	-4,706	0,5607	0,3716	622,60	-0,5322	0,5167	1,942	6,616	1,809	2,647	-7,509	10,17	36,82	622,60	10,18	
622,80	30,12	-3,819	6,953	-4,708	0,5587	0,3717	622,80	-0,5334	0,5152	1,943	6,619	1,811	2,650	-7,511	10,17	36,82	622,80	10,18	
623,00	30,12	-3,822	6,960	-4,710	0,5564	0,3719	623,00	-0,5346	0,5138	1,943	6,623	1,812	2,653	-7,512	10,17	36,81	623,00	10,18	
623,20	30,12	-3,825	6,966	-4,712	0,5543	0,3720	623,20	-0,5360	0,5130	1,944	6,625	1,814	2,655	-7,513	10,18	36,81	623,20	10,19	
623,40	30,12	-3,827	6,972	-4,715	0,5523	0,3721	623,40	-0,5374	0,5124	1,945	6,628	1,816	2,658	-7,515	10,18	36,81	623,40	10,19	
623,60	30,12	-3,830	6,976	-4,717	0,5503	0,3723	623,60	-0,5386	0,5121	1,945	6,630	1,818	2,660	-7,516	10,18	36,80	623,60	10,19	
623,80	30,12	-3,832	6,984	-4,719	0,5486	0,3724	623,80	-0,5399	0,5115	1,946	6,633	1,819	2,663	-7,518	10,18	36,80	623,80	10,20	
624,00	30,12	-3,835	6,989	-4,721	0,5467	0,3726	624,00	-0,5412	0,5107	1,947	6,635	1,821	2,665	-7,519	10,18	36,81	624,00	10,20	
624,20	30,13	-3,837	6,992	-4,723	0,5453	0,3727	624,20	-0,5425	0,5093	1,947	6,638	1,822	2,667	-7,521	10,19	36,81	624,20	10,20	
624,40	30,13	-3,840	6,998	-4,725	0,5435	0,3729	624,40	-0,5438	0,5077	1,948	6,640	1,824	2,669	-7,522	10,19	36,80	624,40	10,21	
624,60	30,13	-3,842	7,003	-4,728	0,5415	0,3731	624,60	-0,5451	0,5059	1,949	6,643	1,826	2,671	-7,524	10,19	36,80	624,60	10,21	
624,80	30,13	-3,846	7,006	-4,730	0,5397	0,3732	624,80	-0,5464	0,5037	1,950	6,645	1,827	2,674	-7,526	10,19	36,80	624,80	10,21	
625,00	30,14	-3,848	7,012	-4,732	0,5375	0,3734	625,00	-0,5477	0,5018	1,951	6,648	1,828	2,676	-7,527	10,20	36,80	625,00	10,22	
625,20	30,14	-3,851	7,022	-4,734	0,5355	0,3736	625,20	-0,5490	0,5004	1,952	6,651	1,830	2,679	-7,530	10,20	36,80	625,20	10,22	
625,40	30,14	-3,854	7,026	-4,737	0,5338	0,3737	625,40	-0,5504	0,4992	1,953	6,654	1,831	2,681	-7,534	10,20	36,80	625,40	10,22	
625,60	30,16	-3,857	7,031	-4,739	0,5322	0,3739	625,60	-0,5520	0,4980	1,953	6,658	1,833	2,684	-7,540	10,21	36,82	625,60	10,23	
625,80	30,15	-3,859	7,037	-4,742	0,5307	0,3740	625,80	-0,5537	0,4969	1,954	6,661	1,834	2,686	-7,547	10,21	36,81	625,80	10,23	
626,00	30,16	-3,862	7,049	-4,744	0,5291	0,3742	626,00	-0,5554	0,4958	1,954	6,665	1,836	2,689	-7,552	10,22	36,82	626,00	10,23	
626,20	30,16	-3,865	7,063	-4,747	0,5273	0,3744	626,20	-0,5570	0,4947	1,955	6,668	1,837	2,691	-7,555	10,22	36,81	626,20	10,24	
626,40	30,16	-3,868	7,069	-4,749	0,5260	0,3745	626,40	-0,5587	0,4936	1,956	6,672	1,839	2,694	-7,558	10,22	36,81	626,40	10,24	
626,60	30,16	-3,872	7,072	-4,752	0,5245	0,3747	626,60	-0,5603	0,4925	1,956	6,675	1,840	2,697	-7,563	10,23	36,80	626,60	10,24	
626,80	30,16	-3,875	7,075	-4,754	0,5231	0,3748	626,80	-0,5618	0,4913	1,957	6,678	1,842	2,699	-7,567	10,23	36,80	626,80	10,25	
627,00	30,17	-3,878	7,080	-4,757	0,5213	0,3749	627,00	-0,5632	0,4901	1,958	6,681	1,843	2,702	-7,570	10,23	36,80	627,00	10,25	
627,20	30,17	-3,881	7,083	-4,759	0,5198	0,3750	627,20	-0,5645	0,4890	1,958	6,684	1,845	2,704	-7,572	10,23	36,80	627,20	10,25	
627,40	30,16	-3,884	7,088	-4,761	0,5181	0,3751	627,40	-0,5657	0,4880	1,959	6,688	1,846	2,707	-7,574	10,24	36,79	627,40	10,26	
627,60	30,17	-3,887	7,091	-4,763	0,5166	0,3752	627,60	-0,5668	0,4872	1,960	6,691	1,848	2,710	-7,576	10,24	36,79	627,60	10,26	
627,80	30,16	-3,890	7,096	-4,766	0,5150	0,3753	627,80	-0,5678	0,4865	1,960	6,694	1,849	2,712	-7,577	10,24	36,78	627,80	10,26	
628,00	30,17	-3,893	7,103	-4,768	0,5133	0,3754	628,00	-0,5689	0,4859	1,961	6,697	1,851	2,715	-7,579	10,25	36,79	628,00	10,27	
628,20	30,19	-3,897	7,110	-4,771	0,5114	0,3755	628,20	-0,5701	0,4852	1,962	6,700	1,852	2,717	-7,581	10,25	36,81	628,20	10,27	
628,40	30,20	-3,901	7,117	-4,774	0,5099	0,3756	628,40	-0,5715	0,4845	1,963	6,703	1,854	2,720	-7,583	10,26	36,81	628,40	10,27	
628,60	30,20	-3,905	7,124	-4,777	0,5084	0,3756	628,60	-0,5730	0,4837	1,964	6,706	1,855	2,723	-7,585	10,26	36,81	628,60	10,28	
628,80	30,20	-3,909	7,130	-4,780	0,5068	0,3757	628,80	-0,5746	0,4827	1,965	6,708	1,857	2,726	-7,587	10,27	36,81	628,80	10,28	
629,00	30,20	-3,913	7,138	-4,783	0,5048	0,3758	629,00	-0,5763	0,4817	1,966	6,711	1,858	2,729	-7,589	10,27	36,80	629,00	10,28	
629,20	30,20	-3,916	7,145	-4,786	0,5028	0,3759	629,20	-0,5780	0,4805	1,968	6,713	1,860	2,732	-7,591	10,27	36,80	629,20	10,29	
629,40	30,20	-3,919	7,152	-4,788	0,5009	0,3760	629,40	-0,5798	0,4789	1,969	6,716	1,862	2,735	-7,593	10,28	36,79	629,40	10,29	
629,60	30,20	-3,923	7,156	-4,791	0,4991	0,3761	629,60	-0,5815	0,4768	1,970	6,718	1,864	2,738	-7,595	10,28	36,79	629,60	10,29	
629,80	30,20	-3,926	7,160	-4,793	0,4973	0,3763	629,80	-0,5831	0,4741	1,970	6,720	1,866	2,741	-7,596	10,29	36,79	629,80	10,30	
630,00	30,20	-3,929	7,164	-4,795	0,4957	0,3764	630,00	-0,5846	0,4718	1,971	6,723	1,868	2,743	-7,598	10,29	36,78	630,00	10,30	
630,20	30,20	-3,933	7,175	-4,798	0,4940	0,3765	630,20	-0,5863	0,4702	1,972	6,725	1,869	2,746	-7,599	10,30	36,78	630,20	10,30	
630,40	30,21	-3,937	7,184	-4,800	0,4917	0,3766	630,40	-0,5879	0,4692	1,973	6,727	1,871	2,749	-7,601	10,30	36,78	630,40	10,31	
630,60	30,20	-3,941	7,198	-4,803	0,4900	0,3768	630,60	-0,5893	0,4688	1,974	6,729	1,873	2,752	-7,602	10,30	36,76	630,60	10,31	
630,80	30,21	-3,944	7,213	-4,806	0,4876	0,3769	630,80	-0,5906	0,4686	1,974	6,732	1,875	2,755	-7,604	10,31	36,77	630,80	10,31	
631,00	30,21	-3,947	7,216	-4,808	0,4857	0,3771	631,00	-0,5918	0,4685	1,975	6,734	1,877	2,758	-7,605	10,31	36,77	631,00	10,32	
631,20	30,21	-3,950	7,226	-4,810	0,4834	0,3773	631,20	-0,5931	0,4685	1,976	6,737	1,879	2,761	-7,607	10,32	36,77	631,20	10,32	
631,40	30,21	-3,953	7,230	-4,812	0,4814	0,3775	631,40	-0,5944	0,4685	1,976	6,739	1,881	2,763	-7,608	10,32	36,76	631,40	10,32	
631,60	30,21	-3,956	7,236	-4,815	0,4793	0,3777	631,60	-0,5957	0,4685	1,977	6,742	1,882	2,766	-7,610	10,32	36,75	631,60	10,33	
631,80	30,21	-3,960	7,242	-4,817	0,4774	0,3780	631,80	-0,5969	0,4684	1,978	6,744	1,884	2,768	-7,611	10,32	36,75	631,80	10,33	
632,00	30,21	-3,963	7,246	-4,818	0,4754	0,3783	632,00	-0,5981	0,4684	1,979	6,747	1,886	2,771	-7,612	10,33	36,75	632,00	10,33	
632,20	30,21	-3,966	7,248	-4,821	0,4734	0,3787	632,20	-0,5993	0,4684	1,979	6,749	1,887	2,774	-7,614	10,33	36,74	632,20	10,34	
632,40	30,22	-3,970	7,251	-4,823	0,4714	0,3790	632,40	-0,6006	0,4684	1,980	6,752	1,889	2,777	-7,615	10,33	36,75	632,40	10,34	
632,60	30,23	-3,973	7,257	-4,826	0,4697	0,3794	632,60	-0,6017	0,4683	1,981	6,754	1,890	2,780	-7,616	10,33	36,76	632,60	10,34	
632,80	30,26	-3,978	7,264	-4,829	0,4683	0,3798	632,80	-0,6029	0,4683	1,982	6,756	1,892	2,783	-7,618	10,33	36,80	632,80	10,35	
633,00	30,28	-3,982	7,269	-4,833	0,4669	0,3802	633,00	-0,6042	0,4682	1,983	6,759	1,893	2,785	-7,621	10,33	36,82	633,00	10,35	
633,20	30,29	-3,986	7,275	-4,836	0,4653	0,3805	633,20	-0,6056	0,4681	1,984	6,764	1,895	2,788	-7,623	10,34	36,83	633,20	10,35	
633,40	30,30	-3,990	7,281	-4,838	0,4638	0,3807	633,40	-0,6070	0,4680	1,985	6,769	1,897	2,791	-7,626	10,34	36,83	633,40	10,36	
633,60	30,31	-3,993	7,292	-4,841	0,4624	0,3810	633,60	-0,6085	0,4679	1,986	6,772	1,898	2,794	-7,629	10,34	36,84	633,60	10,36	
633,80	30,31	-3,997	7,300	-4,844	0,4613	0,3813	633,80	-0,6100	0,4679	1,988	6,776	1,900	2,797	-7,631	10,35	36,83	633,80	10,36	
634,00	30,31	-4,000	7,307	-4,846	0,4601	0,3815	634,00	-0,6114	0,4679	1,989	6,779	1,901	2,800	-7,633	10,35	36,83	634,00	10,37	
634,20	30,31	-4,004	7,313	-4,849	0,4589	0,3818	634,20	-0,6128	0,4678	1,989	6,783	1,903	2,803	-7,635	10,35	36,83	634,20	10,37	
634,40	30,31	-4,007	7,316	-4,851	0,4570	0,3821	634,40	-0,6143	0,4678	1,990	6,787	1,904	2,806	-7,637	10,36	36,82	634,40	10,37	
634,60	30,31	-4,010	7,320	-4,853	0,4555	0,3824	634,60	-0,6157	0,4678	1,991	6,790	1,905	2,809	-7,638	10,36	36,82	634,60	10,38	
634,80	30,32	-4,013	7,324	-4,855	0,4541	0,3826	634,80	-0,6170	0,4677	1,991	6,793	1,907	2,812	-7,640	10,36	36,82	634,80	10,38	
635,00	30,31	-4,017	7,330	-4,858	0,4528	0,3829	635,00	-0,6184	0,4677	1,992	6,796	1,908	2,815	-7,642	10,37	36,81	635,00	10,38	
635,20	30,31	-4,020	7,335	-4,860	0,4511	0,3832	635,20	-0,6195	0,4677	1,993	6,799	1,910	2,817	-7,643	10,37	36,81	635,20	10,39	
635,40	30,31	-4,023	7,342	-4,862	0,4495	0,3835	635,40	-0,6204	0,4676	1,994	6,801	1,911	2,820	-7,645	10,37	36,81	635,40	10,39	
